'Time','ECG'
'[09:20:14.789]',-0.025
'[09:20:14.797]',-0.035
'[09:20:14.805]',-0.095
'[09:20:14.813]',-0.065
'[09:20:14.820]',-0.055
'[09:20:14.828]',-0.045
'[09:20:14.836]',-0.085
'[09:20:14.844]',-0.085
'[09:20:14.852]',-0.025
'[09:20:14.859]',0.015
'[09:20:14.867]',0.045
'[09:20:14.875]',0.005
'[09:20:14.883]',0.055
'[09:20:14.891]',0.115
'[09:20:14.898]',0.145
'[09:20:14.906]',0.035
'[09:20:14.914]',0.055
'[09:20:14.922]',0.055
'[09:20:14.930]',-0.105
'[09:20:14.938]',-0.055
'[09:20:14.945]',-0.085
'[09:20:14.953]',-0.175
'[09:20:14.961]',-0.115
'[09:20:14.969]',-0.105
'[09:20:14.977]',-0.145
'[09:20:14.984]',-0.065
'[09:20:14.992]',0.645
'[09:20:15.000]',1.475
'[09:20:15.008]',2.305
'[09:20:15.016]',2.005
'[09:20:15.023]',0.395
'[09:20:15.031]',-0.785
'[09:20:15.039]',-0.705
'[09:20:15.047]',-0.415
'[09:20:15.055]',-0.305
'[09:20:15.063]',-0.235
'[09:20:15.070]',-0.225
'[09:20:15.078]',-0.255
'[09:20:15.086]',-0.215
'[09:20:15.094]',-0.215
'[09:20:15.102]',-0.215
'[09:20:15.109]',-0.215
'[09:20:15.117]',-0.195
'[09:20:15.125]',-0.205
'[09:20:15.133]',-0.195
'[09:20:15.141]',-0.195
'[09:20:15.148]',-0.165
'[09:20:15.156]',-0.175
'[09:20:15.164]',-0.165
'[09:20:15.172]',-0.175
'[09:20:15.180]',-0.165
'[09:20:15.188]',-0.145
'[09:20:15.195]',-0.145
'[09:20:15.203]',-0.145
'[09:20:15.211]',-0.125
'[09:20:15.219]',-0.125
'[09:20:15.227]',-0.135
'[09:20:15.234]',-0.135
'[09:20:15.242]',-0.125
'[09:20:15.250]',-0.125
'[09:20:15.258]',-0.125
'[09:20:15.266]',-0.125
'[09:20:15.273]',-0.105
'[09:20:15.281]',-0.095
'[09:20:15.289]',-0.075
'[09:20:15.297]',-0.075
'[09:20:15.305]',-0.065
'[09:20:15.313]',-0.045
'[09:20:15.320]',-0.055
'[09:20:15.328]',-0.055
'[09:20:15.336]',-0.055
'[09:20:15.344]',-0.075
'[09:20:15.352]',-0.065
'[09:20:15.359]',-0.075
'[09:20:15.367]',-0.075
'[09:20:15.375]',-0.085
'[09:20:15.383]',-0.105
'[09:20:15.391]',-0.095
'[09:20:15.398]',-0.095
'[09:20:15.406]',-0.105
'[09:20:15.414]',-0.025
'[09:20:15.422]',-0.035
'[09:20:15.430]',-0.075
'[09:20:15.438]',-0.045
'[09:20:15.445]',0.005
'[09:20:15.453]',-0.015
'[09:20:15.461]',-0.065
'[09:20:15.469]',-0.025
'[09:20:15.477]',-0.025
'[09:20:15.484]',-0.015
'[09:20:15.492]',-0.025
'[09:20:15.500]',-0.025
'[09:20:15.508]',-0.035
'[09:20:15.516]',-0.065
'[09:20:15.523]',-0.055
'[09:20:15.531]',-0.075
'[09:20:15.539]',-0.075
'[09:20:15.547]',-0.085
'[09:20:15.555]',-0.075
'[09:20:15.563]',-0.065
'[09:20:15.570]',-0.055
'[09:20:15.578]',-0.015
'[09:20:15.586]',-0.005
'[09:20:15.594]',-0.005
'[09:20:15.602]',0.025
'[09:20:15.609]',0.095
'[09:20:15.617]',0.055
'[09:20:15.625]',0.035
'[09:20:15.633]',0.045
'[09:20:15.641]',-0.015
'[09:20:15.648]',-0.085
'[09:20:15.656]',-0.105
'[09:20:15.664]',-0.155
'[09:20:15.672]',-0.195
'[09:20:15.680]',-0.075
'[09:20:15.688]',-0.095
'[09:20:15.695]',-0.185
'[09:20:15.703]',0.135
'[09:20:15.711]',0.935
'[09:20:15.719]',1.795
'[09:20:15.727]',2.365
'[09:20:15.734]',1.265
'[09:20:15.742]',-0.435
'[09:20:15.750]',-0.795
'[09:20:15.758]',-0.615
'[09:20:15.766]',-0.395
'[09:20:15.773]',-0.285
'[09:20:15.781]',-0.275
'[09:20:15.789]',-0.305
'[09:20:15.797]',-0.255
'[09:20:15.805]',-0.255
'[09:20:15.813]',-0.245
'[09:20:15.820]',-0.265
'[09:20:15.828]',-0.265
'[09:20:15.836]',-0.245
'[09:20:15.844]',-0.245
'[09:20:15.852]',-0.265
'[09:20:15.859]',-0.235
'[09:20:15.867]',-0.175
'[09:20:15.875]',-0.155
'[09:20:15.883]',-0.185
'[09:20:15.891]',-0.175
'[09:20:15.898]',-0.185
'[09:20:15.906]',-0.185
'[09:20:15.914]',-0.145
'[09:20:15.922]',-0.145
'[09:20:15.930]',-0.145
'[09:20:15.938]',-0.125
'[09:20:15.945]',-0.145
'[09:20:15.953]',-0.155
'[09:20:15.961]',-0.155
'[09:20:15.969]',-0.175
'[09:20:15.977]',-0.155
'[09:20:15.984]',-0.145
'[09:20:15.992]',-0.165
'[09:20:16.000]',-0.075
'[09:20:16.008]',-0.065
'[09:20:16.016]',-0.085
'[09:20:16.023]',-0.095
'[09:20:16.031]',-0.085
'[09:20:16.039]',-0.115
'[09:20:16.047]',-0.125
'[09:20:16.055]',-0.115
'[09:20:16.063]',-0.025
'[09:20:16.070]',-0.045
'[09:20:16.078]',-0.095
'[09:20:16.086]',-0.095
'[09:20:16.094]',-0.115
'[09:20:16.102]',-0.085
'[09:20:16.109]',-0.125
'[09:20:16.117]',-0.075
'[09:20:16.125]',-0.065
'[09:20:16.133]',-0.065
'[09:20:16.141]',-0.065
'[09:20:16.148]',-0.055
'[09:20:16.156]',-0.115
'[09:20:16.164]',-0.055
'[09:20:16.172]',-0.025
'[09:20:16.180]',-0.015
'[09:20:16.188]',-0.015
'[09:20:16.195]',-0.025
'[09:20:16.203]',-0.065
'[09:20:16.211]',-0.065
'[09:20:16.219]',-0.055
'[09:20:16.227]',-0.055
'[09:20:16.234]',-0.065
'[09:20:16.242]',-0.045
'[09:20:16.250]',-0.055
'[09:20:16.258]',-0.065
'[09:20:16.266]',-0.085
'[09:20:16.273]',-0.055
'[09:20:16.281]',-0.025
'[09:20:16.289]',-0.005
'[09:20:16.297]',-0.015
'[09:20:16.305]',0.055
'[09:20:16.313]',0.045
'[09:20:16.320]',0.135
'[09:20:16.328]',0.115
'[09:20:16.336]',0.025
'[09:20:16.344]',0.005
'[09:20:16.352]',-0.055
'[09:20:16.359]',-0.085
'[09:20:16.367]',-0.155
'[09:20:16.375]',-0.105
'[09:20:16.383]',-0.115
'[09:20:16.391]',-0.105
'[09:20:16.398]',-0.185
'[09:20:16.406]',-0.065
'[09:20:16.414]',0.655
'[09:20:16.422]',1.455
'[09:20:16.430]',2.285
'[09:20:16.438]',1.935
'[09:20:16.445]',0.245
'[09:20:16.453]',-0.825
'[09:20:16.461]',-0.725
'[09:20:16.469]',-0.505
'[09:20:16.477]',-0.335
'[09:20:16.484]',-0.255
'[09:20:16.492]',-0.225
'[09:20:16.500]',-0.205
'[09:20:16.508]',-0.205
'[09:20:16.516]',-0.205
'[09:20:16.523]',-0.195
'[09:20:16.531]',-0.185
'[09:20:16.539]',-0.185
'[09:20:16.547]',-0.185
'[09:20:16.555]',-0.165
'[09:20:16.563]',-0.145
'[09:20:16.570]',-0.145
'[09:20:16.578]',-0.145
'[09:20:16.586]',-0.115
'[09:20:16.594]',-0.115
'[09:20:16.602]',-0.115
'[09:20:16.609]',-0.155
'[09:20:16.617]',-0.105
'[09:20:16.625]',-0.035
'[09:20:16.633]',-0.065
'[09:20:16.641]',-0.055
'[09:20:16.648]',-0.075
'[09:20:16.656]',-0.045
'[09:20:16.664]',-0.065
'[09:20:16.672]',-0.065
'[09:20:16.680]',-0.095
'[09:20:16.688]',-0.085
'[09:20:16.695]',-0.025
'[09:20:16.703]',-0.065
'[09:20:16.711]',-0.025
'[09:20:16.719]',0.005
'[09:20:16.727]',-0.015
'[09:20:16.734]',-0.045
'[09:20:16.742]',-0.035
'[09:20:16.750]',-0.055
'[09:20:16.758]',-0.035
'[09:20:16.766]',-0.075
'[09:20:16.773]',-0.085
'[09:20:16.781]',-0.045
'[09:20:16.789]',-0.065
'[09:20:16.797]',-0.075
'[09:20:16.805]',-0.055
'[09:20:16.813]',-0.055
'[09:20:16.820]',-0.025
'[09:20:16.828]',-0.035
'[09:20:16.836]',-0.065
'[09:20:16.844]',-0.035
'[09:20:16.852]',-0.055
'[09:20:16.859]',-0.025
'[09:20:16.867]',-0.025
'[09:20:16.875]',-0.015
'[09:20:16.883]',-0.015
'[09:20:16.891]',-0.055
'[09:20:16.898]',-0.035
'[09:20:16.906]',-0.025
'[09:20:16.914]',-0.035
'[09:20:16.922]',-0.075
'[09:20:16.930]',-0.055
'[09:20:16.938]',-0.025
'[09:20:16.945]',-0.055
'[09:20:16.953]',-0.065
'[09:20:16.961]',-0.055
'[09:20:16.969]',-0.055
'[09:20:16.977]',-0.025
'[09:20:16.984]',-0.005
'[09:20:16.992]',0.005
'[09:20:17.000]',0.035
'[09:20:17.008]',0.075
'[09:20:17.016]',0.125
'[09:20:17.023]',0.055
'[09:20:17.031]',0.015
'[09:20:17.039]',-0.005
'[09:20:17.047]',-0.085
'[09:20:17.055]',-0.125
'[09:20:17.063]',-0.125
'[09:20:17.070]',-0.135
'[09:20:17.078]',-0.125
'[09:20:17.086]',-0.105
'[09:20:17.094]',-0.175
'[09:20:17.102]',-0.015
'[09:20:17.109]',0.615
'[09:20:17.117]',1.375
'[09:20:17.125]',2.175
'[09:20:17.133]',1.825
'[09:20:17.141]',0.245
'[09:20:17.148]',-0.725
'[09:20:17.156]',-0.735
'[09:20:17.164]',-0.575
'[09:20:17.172]',-0.415
'[09:20:17.180]',-0.315
'[09:20:17.188]',-0.215
'[09:20:17.195]',-0.215
'[09:20:17.203]',-0.235
'[09:20:17.211]',-0.235
'[09:20:17.219]',-0.245
'[09:20:17.227]',-0.225
'[09:20:17.234]',-0.235
'[09:20:17.242]',-0.245
'[09:20:17.250]',-0.205
'[09:20:17.258]',-0.175
'[09:20:17.266]',-0.215
'[09:20:17.273]',-0.175
'[09:20:17.281]',-0.175
'[09:20:17.289]',-0.185
'[09:20:17.297]',-0.165
'[09:20:17.305]',-0.145
'[09:20:17.313]',-0.145
'[09:20:17.320]',-0.125
'[09:20:17.328]',-0.125
'[09:20:17.336]',-0.125
'[09:20:17.344]',-0.145
'[09:20:17.352]',-0.145
'[09:20:17.359]',-0.105
'[09:20:17.367]',-0.105
'[09:20:17.375]',-0.105
'[09:20:17.383]',-0.125
'[09:20:17.391]',-0.135
'[09:20:17.398]',-0.075
'[09:20:17.406]',-0.075
'[09:20:17.414]',-0.055
'[09:20:17.422]',-0.095
'[09:20:17.430]',-0.115
'[09:20:17.438]',-0.105
'[09:20:17.445]',-0.085
'[09:20:17.453]',-0.115
'[09:20:17.461]',-0.105
'[09:20:17.469]',-0.155
'[09:20:17.477]',-0.125
'[09:20:17.484]',-0.135
'[09:20:17.492]',-0.145
'[09:20:17.500]',-0.115
'[09:20:17.508]',-0.135
'[09:20:17.516]',-0.115
'[09:20:17.523]',-0.115
'[09:20:17.531]',-0.105
'[09:20:17.539]',-0.115
'[09:20:17.547]',-0.095
'[09:20:17.555]',-0.095
'[09:20:17.563]',-0.055
'[09:20:17.570]',-0.045
'[09:20:17.578]',-0.065
'[09:20:17.586]',-0.055
'[09:20:17.594]',-0.075
'[09:20:17.602]',-0.055
'[09:20:17.609]',-0.035
'[09:20:17.617]',-0.045
'[09:20:17.625]',-0.075
'[09:20:17.633]',-0.075
'[09:20:17.641]',-0.075
'[09:20:17.648]',-0.065
'[09:20:17.656]',-0.015
'[09:20:17.664]',-0.025
'[09:20:17.672]',-0.025
'[09:20:17.680]',0.015
'[09:20:17.688]',0.125
'[09:20:17.695]',0.125
'[09:20:17.703]',0.035
'[09:20:17.711]',0.025
'[09:20:17.719]',-0.035
'[09:20:17.727]',-0.105
'[09:20:17.734]',-0.145
'[09:20:17.742]',-0.155
'[09:20:17.750]',-0.145
'[09:20:17.758]',-0.135
'[09:20:17.766]',-0.165
'[09:20:17.773]',-0.165
'[09:20:17.781]',-0.095
'[09:20:17.789]',0.515
'[09:20:17.797]',1.335
'[09:20:17.805]',2.305
'[09:20:17.813]',2.265
'[09:20:17.820]',0.485
'[09:20:17.828]',-0.865
'[09:20:17.836]',-0.795
'[09:20:17.844]',-0.595
'[09:20:17.852]',-0.405
'[09:20:17.859]',-0.285
'[09:20:17.867]',-0.215
'[09:20:17.875]',-0.225
'[09:20:17.883]',-0.245
'[09:20:17.891]',-0.225
'[09:20:17.898]',-0.245
'[09:20:17.906]',-0.255
'[09:20:17.914]',-0.195
'[09:20:17.922]',-0.175
'[09:20:17.930]',-0.185
'[09:20:17.938]',-0.155
'[09:20:17.945]',-0.195
'[09:20:17.953]',-0.215
'[09:20:17.961]',-0.145
'[09:20:17.969]',-0.155
'[09:20:17.977]',-0.145
'[09:20:17.984]',-0.145
'[09:20:17.992]',-0.115
'[09:20:18.000]',-0.115
'[09:20:18.008]',-0.105
'[09:20:18.016]',-0.105
'[09:20:18.023]',-0.075
'[09:20:18.031]',-0.085
'[09:20:18.039]',-0.075
'[09:20:18.047]',-0.075
'[09:20:18.055]',-0.055
'[09:20:18.063]',-0.025
'[09:20:18.070]',-0.025
'[09:20:18.078]',-0.045
'[09:20:18.086]',-0.035
'[09:20:18.094]',-0.045
'[09:20:18.102]',-0.045
'[09:20:18.109]',-0.085
'[09:20:18.117]',-0.075
'[09:20:18.125]',-0.065
'[09:20:18.133]',-0.105
'[09:20:18.141]',-0.105
'[09:20:18.148]',-0.135
'[09:20:18.156]',-0.075
'[09:20:18.164]',-0.075
'[09:20:18.172]',-0.125
'[09:20:18.180]',-0.075
'[09:20:18.188]',-0.065
'[09:20:18.195]',-0.085
'[09:20:18.203]',-0.115
'[09:20:18.211]',-0.095
'[09:20:18.219]',-0.065
'[09:20:18.227]',-0.145
'[09:20:18.234]',-0.035
'[09:20:18.242]',-0.035
'[09:20:18.250]',-0.045
'[09:20:18.258]',-0.025
'[09:20:18.266]',-0.035
'[09:20:18.273]',-0.025
'[09:20:18.281]',-0.055
'[09:20:18.289]',-0.065
'[09:20:18.297]',-0.055
'[09:20:18.305]',-0.045
'[09:20:18.313]',-0.025
'[09:20:18.320]',-0.035
'[09:20:18.328]',-0.065
'[09:20:18.336]',-0.085
'[09:20:18.344]',-0.085
'[09:20:18.352]',-0.035
'[09:20:18.359]',-0.025
'[09:20:18.367]',0.025
'[09:20:18.375]',0.025
'[09:20:18.383]',0.005
'[09:20:18.391]',0.025
'[09:20:18.398]',0.065
'[09:20:18.406]',0.105
'[09:20:18.414]',0.045
'[09:20:18.422]',0.055
'[09:20:18.430]',-0.015
'[09:20:18.438]',-0.065
'[09:20:18.445]',-0.065
'[09:20:18.453]',-0.155
'[09:20:18.461]',-0.135
'[09:20:18.469]',-0.125
'[09:20:18.477]',-0.135
'[09:20:18.484]',-0.185
'[09:20:18.492]',0.045
'[09:20:18.500]',0.635
'[09:20:18.508]',1.525
'[09:20:18.516]',2.395
'[09:20:18.523]',1.785
'[09:20:18.531]',-0.075
'[09:20:18.539]',-0.905
'[09:20:18.547]',-0.735
'[09:20:18.555]',-0.455
'[09:20:18.563]',-0.285
'[09:20:18.570]',-0.225
'[09:20:18.578]',-0.225
'[09:20:18.586]',-0.225
'[09:20:18.594]',-0.205
'[09:20:18.602]',-0.225
'[09:20:18.609]',-0.235
'[09:20:18.617]',-0.185
'[09:20:18.625]',-0.155
'[09:20:18.633]',-0.145
'[09:20:18.641]',-0.175
'[09:20:18.648]',-0.165
'[09:20:18.656]',-0.185
'[09:20:18.664]',-0.125
'[09:20:18.672]',-0.155
'[09:20:18.680]',-0.125
'[09:20:18.688]',-0.125
'[09:20:18.695]',-0.105
'[09:20:18.703]',-0.115
'[09:20:18.711]',-0.075
'[09:20:18.719]',-0.075
'[09:20:18.727]',-0.035
'[09:20:18.734]',-0.045
'[09:20:18.742]',-0.005
'[09:20:18.750]',-0.025
'[09:20:18.758]',0.005
'[09:20:18.766]',0.015
'[09:20:18.773]',0.015
'[09:20:18.781]',0.005
'[09:20:18.789]',0.025
'[09:20:18.797]',0.035
'[09:20:18.805]',-0.005
'[09:20:18.813]',-0.005
'[09:20:18.820]',-0.015
'[09:20:18.828]',-0.065
'[09:20:18.836]',-0.055
'[09:20:18.844]',-0.055
'[09:20:18.852]',-0.085
'[09:20:18.859]',-0.065
'[09:20:18.867]',-0.035
'[09:20:18.875]',-0.045
'[09:20:18.883]',-0.055
'[09:20:18.891]',-0.075
'[09:20:18.898]',-0.075
'[09:20:18.906]',-0.105
'[09:20:18.914]',-0.075
'[09:20:18.922]',-0.085
'[09:20:18.930]',-0.065
'[09:20:18.938]',-0.045
'[09:20:18.945]',-0.055
'[09:20:18.953]',-0.055
'[09:20:18.961]',-0.045
'[09:20:18.969]',-0.065
'[09:20:18.977]',-0.055
'[09:20:18.984]',-0.055
'[09:20:18.992]',-0.035
'[09:20:19.000]',-0.025
'[09:20:19.008]',-0.025
'[09:20:19.016]',-0.035
'[09:20:19.023]',-0.035
'[09:20:19.031]',-0.045
'[09:20:19.039]',-0.045
'[09:20:19.047]',-0.045
'[09:20:19.055]',-0.035
'[09:20:19.063]',-0.055
'[09:20:19.070]',-0.055
'[09:20:19.078]',-0.055
'[09:20:19.086]',-0.055
'[09:20:19.094]',-0.055
'[09:20:19.102]',-0.005
'[09:20:19.109]',0.005
'[09:20:19.117]',0.025
'[09:20:19.125]',0.015
'[09:20:19.133]',0.085
'[09:20:19.141]',0.145
'[09:20:19.148]',0.135
'[09:20:19.156]',0.075
'[09:20:19.164]',0.045
'[09:20:19.172]',-0.015
'[09:20:19.180]',-0.075
'[09:20:19.188]',-0.035
'[09:20:19.195]',-0.115
'[09:20:19.203]',-0.135
'[09:20:19.211]',-0.125
'[09:20:19.219]',-0.095
'[09:20:19.227]',-0.145
'[09:20:19.234]',-0.025
'[09:20:19.242]',0.585
'[09:20:19.250]',1.465
'[09:20:19.258]',2.355
'[09:20:19.266]',1.775
'[09:20:19.273]',-0.075
'[09:20:19.281]',-0.915
'[09:20:19.289]',-0.715
'[09:20:19.297]',-0.435
'[09:20:19.305]',-0.295
'[09:20:19.313]',-0.265
'[09:20:19.320]',-0.225
'[09:20:19.328]',-0.225
'[09:20:19.336]',-0.215
'[09:20:19.344]',-0.265
'[09:20:19.352]',-0.225
'[09:20:19.359]',-0.185
'[09:20:19.367]',-0.175
'[09:20:19.375]',-0.185
'[09:20:19.383]',-0.195
'[09:20:19.391]',-0.195
'[09:20:19.398]',-0.165
'[09:20:19.406]',-0.185
'[09:20:19.414]',-0.165
'[09:20:19.422]',-0.155
'[09:20:19.430]',-0.155
'[09:20:19.438]',-0.135
'[09:20:19.445]',-0.145
'[09:20:19.453]',-0.125
'[09:20:19.461]',-0.075
'[09:20:19.469]',-0.125
'[09:20:19.477]',-0.075
'[09:20:19.484]',-0.075
'[09:20:19.492]',-0.075
'[09:20:19.500]',-0.065
'[09:20:19.508]',-0.035
'[09:20:19.516]',-0.065
'[09:20:19.523]',-0.015
'[09:20:19.531]',-0.055
'[09:20:19.539]',0.005
'[09:20:19.547]',-0.035
'[09:20:19.555]',-0.085
'[09:20:19.563]',-0.015
'[09:20:19.570]',-0.025
'[09:20:19.578]',-0.075
'[09:20:19.586]',-0.085
'[09:20:19.594]',-0.115
'[09:20:19.602]',-0.065
'[09:20:19.609]',-0.065
'[09:20:19.617]',-0.095
'[09:20:19.625]',-0.045
'[09:20:19.633]',-0.075
'[09:20:19.641]',-0.115
'[09:20:19.648]',-0.105
'[09:20:19.656]',-0.095
'[09:20:19.664]',-0.065
'[09:20:19.672]',-0.055
'[09:20:19.680]',-0.045
'[09:20:19.688]',-0.025
'[09:20:19.695]',-0.045
'[09:20:19.703]',-0.055
'[09:20:19.711]',-0.025
'[09:20:19.719]',-0.035
'[09:20:19.727]',-0.025
'[09:20:19.734]',-0.035
'[09:20:19.742]',-0.015
'[09:20:19.750]',-0.005
'[09:20:19.758]',-0.005
'[09:20:19.766]',-0.005
'[09:20:19.773]',-0.005
'[09:20:19.781]',-0.005
'[09:20:19.789]',-0.025
'[09:20:19.797]',-0.045
'[09:20:19.805]',-0.025
'[09:20:19.813]',0.005
'[09:20:19.820]',0.025
'[09:20:19.828]',0.015
'[09:20:19.836]',0.035
'[09:20:19.844]',0.055
'[09:20:19.852]',0.105
'[09:20:19.859]',0.095
'[09:20:19.867]',0.075
'[09:20:19.875]',0.055
'[09:20:19.883]',0.045
'[09:20:19.891]',-0.045
'[09:20:19.898]',-0.045
'[09:20:19.906]',-0.075
'[09:20:19.914]',-0.085
'[09:20:19.922]',-0.095
'[09:20:19.930]',-0.075
'[09:20:19.938]',-0.095
'[09:20:19.945]',-0.115
'[09:20:19.953]',0.295
'[09:20:19.961]',1.005
'[09:20:19.969]',1.845
'[09:20:19.977]',2.185
'[09:20:19.984]',0.815
'[09:20:19.992]',-0.545
'[09:20:20.000]',-0.705
'[09:20:20.008]',-0.535
'[09:20:20.016]',-0.365
'[09:20:20.023]',-0.245
'[09:20:20.031]',-0.205
'[09:20:20.039]',-0.195
'[09:20:20.047]',-0.195
'[09:20:20.055]',-0.175
'[09:20:20.063]',-0.155
'[09:20:20.070]',-0.165
'[09:20:20.078]',-0.165
'[09:20:20.086]',-0.155
'[09:20:20.094]',-0.155
'[09:20:20.102]',-0.155
'[09:20:20.109]',-0.145
'[09:20:20.117]',-0.115
'[09:20:20.125]',-0.115
'[09:20:20.133]',-0.105
'[09:20:20.141]',-0.115
'[09:20:20.148]',-0.095
'[09:20:20.156]',-0.105
'[09:20:20.164]',-0.065
'[09:20:20.172]',-0.065
'[09:20:20.180]',-0.035
'[09:20:20.188]',-0.025
'[09:20:20.195]',-0.015
'[09:20:20.203]',-0.015
'[09:20:20.211]',-0.005
'[09:20:20.219]',-0.005
'[09:20:20.227]',0.005
'[09:20:20.234]',0.005
'[09:20:20.242]',0.025
'[09:20:20.250]',0.035
'[09:20:20.258]',0.015
'[09:20:20.266]',0.005
'[09:20:20.273]',-0.015
'[09:20:20.281]',-0.035
'[09:20:20.289]',-0.045
'[09:20:20.297]',-0.045
'[09:20:20.305]',-0.065
'[09:20:20.313]',-0.055
'[09:20:20.320]',-0.065
'[09:20:20.328]',-0.065
'[09:20:20.336]',-0.065
'[09:20:20.344]',-0.085
'[09:20:20.352]',-0.085
'[09:20:20.359]',-0.085
'[09:20:20.367]',-0.085
'[09:20:20.375]',-0.065
'[09:20:20.383]',-0.065
'[09:20:20.391]',-0.065
'[09:20:20.398]',-0.045
'[09:20:20.406]',-0.065
'[09:20:20.414]',-0.035
'[09:20:20.422]',-0.055
'[09:20:20.430]',-0.035
'[09:20:20.438]',-0.035
'[09:20:20.445]',-0.025
'[09:20:20.453]',-0.035
'[09:20:20.461]',-0.025
'[09:20:20.469]',-0.045
'[09:20:20.477]',-0.045
'[09:20:20.484]',-0.055
'[09:20:20.492]',-0.055
'[09:20:20.500]',-0.055
'[09:20:20.508]',-0.065
'[09:20:20.516]',-0.065
'[09:20:20.523]',-0.025
'[09:20:20.531]',0.005
'[09:20:20.539]',0.035
'[09:20:20.547]',0.035
'[09:20:20.555]',0.065
'[09:20:20.563]',0.125
'[09:20:20.570]',0.145
'[09:20:20.578]',0.055
'[09:20:20.586]',0.035
'[09:20:20.594]',0.005
'[09:20:20.602]',-0.085
'[09:20:20.609]',-0.095
'[09:20:20.617]',-0.115
'[09:20:20.625]',-0.135
'[09:20:20.633]',-0.125
'[09:20:20.641]',-0.115
'[09:20:20.648]',-0.155
'[09:20:20.656]',-0.155
'[09:20:20.664]',0.385
'[09:20:20.672]',1.195
'[09:20:20.680]',2.125
'[09:20:20.688]',2.525
'[09:20:20.695]',0.865
'[09:20:20.703]',-0.795
'[09:20:20.711]',-0.855
'[09:20:20.719]',-0.555
'[09:20:20.727]',-0.365
'[09:20:20.734]',-0.275
'[09:20:20.742]',-0.245
'[09:20:20.750]',-0.225
'[09:20:20.758]',-0.245
'[09:20:20.766]',-0.245
'[09:20:20.773]',-0.235
'[09:20:20.781]',-0.235
'[09:20:20.789]',-0.215
'[09:20:20.797]',-0.215
'[09:20:20.805]',-0.205
'[09:20:20.813]',-0.185
'[09:20:20.820]',-0.195
'[09:20:20.828]',-0.195
'[09:20:20.836]',-0.185
'[09:20:20.844]',-0.185
'[09:20:20.852]',-0.165
'[09:20:20.859]',-0.155
'[09:20:20.867]',-0.145
'[09:20:20.875]',-0.125
'[09:20:20.883]',-0.105
'[09:20:20.891]',-0.115
'[09:20:20.898]',-0.085
'[09:20:20.906]',-0.095
'[09:20:20.914]',-0.065
'[09:20:20.922]',-0.065
'[09:20:20.930]',-0.055
'[09:20:20.938]',-0.025
'[09:20:20.945]',-0.025
'[09:20:20.953]',-0.025
'[09:20:20.961]',-0.015
'[09:20:20.969]',-0.035
'[09:20:20.977]',-0.035
'[09:20:20.984]',-0.065
'[09:20:20.992]',-0.065
'[09:20:21.000]',-0.065
'[09:20:21.008]',-0.085
'[09:20:21.016]',-0.095
'[09:20:21.023]',-0.085
'[09:20:21.031]',-0.105
'[09:20:21.039]',-0.105
'[09:20:21.047]',-0.115
'[09:20:21.055]',-0.095
'[09:20:21.063]',-0.085
'[09:20:21.070]',-0.095
'[09:20:21.078]',-0.105
'[09:20:21.086]',-0.105
'[09:20:21.094]',-0.115
'[09:20:21.102]',-0.105
'[09:20:21.109]',-0.105
'[09:20:21.117]',-0.105
'[09:20:21.125]',-0.075
'[09:20:21.133]',-0.095
'[09:20:21.141]',-0.095
'[09:20:21.148]',-0.085
'[09:20:21.156]',-0.095
'[09:20:21.164]',-0.075
'[09:20:21.172]',-0.085
'[09:20:21.180]',-0.085
'[09:20:21.188]',-0.075
'[09:20:21.195]',-0.085
'[09:20:21.203]',-0.095
'[09:20:21.211]',-0.085
'[09:20:21.219]',-0.105
'[09:20:21.227]',-0.095
'[09:20:21.234]',-0.105
'[09:20:21.242]',-0.095
'[09:20:21.250]',-0.075
'[09:20:21.258]',-0.105
'[09:20:21.266]',-0.105
'[09:20:21.273]',-0.075
'[09:20:21.281]',-0.025
'[09:20:21.289]',-0.015
'[09:20:21.297]',-0.005
'[09:20:21.305]',0.035
'[09:20:21.313]',0.115
'[09:20:21.320]',0.085
'[09:20:21.328]',0.015
'[09:20:21.336]',0.005
'[09:20:21.344]',-0.015
'[09:20:21.352]',-0.105
'[09:20:21.359]',-0.125
'[09:20:21.367]',-0.125
'[09:20:21.375]',-0.165
'[09:20:21.383]',-0.145
'[09:20:21.391]',-0.135
'[09:20:21.398]',-0.175
'[09:20:21.406]',-0.065
'[09:20:21.414]',0.565
'[09:20:21.422]',1.415
'[09:20:21.430]',2.365
'[09:20:21.438]',2.125
'[09:20:21.445]',0.365
'[09:20:21.453]',-0.875
'[09:20:21.461]',-0.795
'[09:20:21.469]',-0.525
'[09:20:21.477]',-0.355
'[09:20:21.484]',-0.275
'[09:20:21.492]',-0.265
'[09:20:21.500]',-0.245
'[09:20:21.508]',-0.255
'[09:20:21.516]',-0.255
'[09:20:21.523]',-0.235
'[09:20:21.531]',-0.245
'[09:20:21.539]',-0.235
'[09:20:21.547]',-0.235
'[09:20:21.555]',-0.235
'[09:20:21.563]',-0.205
'[09:20:21.570]',-0.215
'[09:20:21.578]',-0.225
'[09:20:21.586]',-0.205
'[09:20:21.594]',-0.205
'[09:20:21.602]',-0.195
'[09:20:21.609]',-0.185
'[09:20:21.617]',-0.165
'[09:20:21.625]',-0.155
'[09:20:21.633]',-0.145
'[09:20:21.641]',-0.155
'[09:20:21.648]',-0.125
'[09:20:21.656]',-0.105
'[09:20:21.664]',-0.115
'[09:20:21.672]',-0.105
