'Time','ECG'
'[11:30:06.992]',0.055
'[11:30:07.000]',0.105
'[11:30:07.008]',0.155
'[11:30:07.016]',0.185
'[11:30:07.023]',0.215
'[11:30:07.031]',0.235
'[11:30:07.039]',0.275
'[11:30:07.047]',0.265
'[11:30:07.055]',0.265
'[11:30:07.063]',0.235
'[11:30:07.070]',0.185
'[11:30:07.078]',0.105
'[11:30:07.086]',0.055
'[11:30:07.094]',0.005
'[11:30:07.102]',-0.015
'[11:30:07.109]',-0.055
'[11:30:07.117]',-0.065
'[11:30:07.125]',-0.075
'[11:30:07.133]',-0.095
'[11:30:07.141]',-0.085
'[11:30:07.148]',-0.105
'[11:30:07.156]',-0.105
'[11:30:07.164]',-0.085
'[11:30:07.172]',-0.095
'[11:30:07.180]',-0.105
'[11:30:07.188]',-0.065
'[11:30:07.195]',-0.035
'[11:30:07.203]',-0.035
'[11:30:07.211]',-0.015
'[11:30:07.219]',0.005
'[11:30:07.227]',0.085
'[11:30:07.234]',0.115
'[11:30:07.242]',0.115
'[11:30:07.250]',0.105
'[11:30:07.258]',0.065
'[11:30:07.266]',0.005
'[11:30:07.273]',-0.045
'[11:30:07.281]',-0.125
'[11:30:07.289]',-0.175
'[11:30:07.297]',-0.195
'[11:30:07.305]',-0.175
'[11:30:07.313]',-0.195
'[11:30:07.320]',-0.215
'[11:30:07.328]',-0.455
'[11:30:07.336]',-0.615
'[11:30:07.344]',-0.325
'[11:30:07.352]',0.345
'[11:30:07.359]',0.785
'[11:30:07.367]',0.465
'[11:30:07.375]',-0.035
'[11:30:07.383]',-0.305
'[11:30:07.391]',-0.365
'[11:30:07.398]',-0.345
'[11:30:07.406]',-0.255
'[11:30:07.414]',-0.205
'[11:30:07.422]',-0.205
'[11:30:07.430]',-0.205
'[11:30:07.438]',-0.165
'[11:30:07.445]',-0.165
'[11:30:07.453]',-0.165
'[11:30:07.461]',-0.165
'[11:30:07.469]',-0.165
'[11:30:07.477]',-0.145
'[11:30:07.484]',-0.135
'[11:30:07.492]',-0.115
'[11:30:07.500]',-0.085
'[11:30:07.508]',-0.075
'[11:30:07.516]',-0.055
'[11:30:07.523]',-0.035
'[11:30:07.531]',-0.015
'[11:30:07.539]',0.055
'[11:30:07.547]',0.115
'[11:30:07.555]',0.155
'[11:30:07.563]',0.195
'[11:30:07.570]',0.215
'[11:30:07.578]',0.235
'[11:30:07.586]',0.235
'[11:30:07.594]',0.205
'[11:30:07.602]',0.165
'[11:30:07.609]',0.105
'[11:30:07.617]',0.025
'[11:30:07.625]',-0.025
'[11:30:07.633]',-0.065
'[11:30:07.641]',-0.105
'[11:30:07.648]',-0.125
'[11:30:07.656]',-0.115
'[11:30:07.664]',-0.125
'[11:30:07.672]',-0.135
'[11:30:07.680]',-0.135
'[11:30:07.688]',-0.115
'[11:30:07.695]',-0.115
'[11:30:07.703]',-0.115
'[11:30:07.711]',-0.115
'[11:30:07.719]',-0.135
'[11:30:07.727]',-0.085
'[11:30:07.734]',-0.065
'[11:30:07.742]',-0.045
'[11:30:07.750]',-0.015
'[11:30:07.758]',0.035
'[11:30:07.766]',0.095
'[11:30:07.773]',0.105
'[11:30:07.781]',0.105
'[11:30:07.789]',0.105
'[11:30:07.797]',0.055
'[11:30:07.805]',0.015
'[11:30:07.813]',-0.035
'[11:30:07.820]',-0.105
'[11:30:07.828]',-0.165
'[11:30:07.836]',-0.175
'[11:30:07.844]',-0.195
'[11:30:07.852]',-0.175
'[11:30:07.859]',-0.235
'[11:30:07.867]',-0.515
'[11:30:07.875]',-0.565
'[11:30:07.883]',-0.105
'[11:30:07.891]',0.615
'[11:30:07.898]',0.755
'[11:30:07.906]',0.205
'[11:30:07.914]',-0.235
'[11:30:07.922]',-0.335
'[11:30:07.930]',-0.285
'[11:30:07.938]',-0.205
'[11:30:07.945]',-0.165
'[11:30:07.953]',-0.145
'[11:30:07.961]',-0.155
'[11:30:07.969]',-0.155
'[11:30:07.977]',-0.145
'[11:30:07.984]',-0.135
'[11:30:07.992]',-0.105
'[11:30:08.000]',-0.105
'[11:30:08.008]',-0.105
'[11:30:08.016]',-0.085
'[11:30:08.023]',-0.075
'[11:30:08.031]',-0.055
'[11:30:08.039]',-0.045
'[11:30:08.047]',-0.025
'[11:30:08.055]',0.025
'[11:30:08.063]',0.055
'[11:30:08.070]',0.095
'[11:30:08.078]',0.155
'[11:30:08.086]',0.185
'[11:30:08.094]',0.205
'[11:30:08.102]',0.255
'[11:30:08.109]',0.295
'[11:30:08.117]',0.285
'[11:30:08.125]',0.295
'[11:30:08.133]',0.275
'[11:30:08.141]',0.235
'[11:30:08.148]',0.155
'[11:30:08.156]',0.095
'[11:30:08.164]',0.055
'[11:30:08.172]',0.015
'[11:30:08.180]',-0.015
'[11:30:08.188]',-0.035
'[11:30:08.195]',-0.035
'[11:30:08.203]',-0.045
'[11:30:08.211]',-0.065
'[11:30:08.219]',-0.065
'[11:30:08.227]',-0.055
'[11:30:08.234]',-0.035
'[11:30:08.242]',-0.025
'[11:30:08.250]',-0.005
'[11:30:08.258]',0.015
'[11:30:08.266]',0.025
'[11:30:08.273]',0.055
'[11:30:08.281]',0.075
'[11:30:08.289]',0.105
'[11:30:08.297]',0.165
'[11:30:08.305]',0.205
'[11:30:08.313]',0.205
'[11:30:08.320]',0.195
'[11:30:08.328]',0.145
'[11:30:08.336]',0.105
'[11:30:08.344]',0.045
'[11:30:08.352]',-0.025
'[11:30:08.359]',-0.065
'[11:30:08.367]',-0.095
'[11:30:08.375]',-0.095
'[11:30:08.383]',-0.095
'[11:30:08.391]',-0.085
'[11:30:08.398]',-0.295
'[11:30:08.406]',-0.545
'[11:30:08.414]',-0.395
'[11:30:08.422]',0.275
'[11:30:08.430]',0.825
'[11:30:08.438]',0.535
'[11:30:08.445]',-0.055
'[11:30:08.453]',-0.275
'[11:30:08.461]',-0.225
'[11:30:08.469]',-0.165
'[11:30:08.477]',-0.115
'[11:30:08.484]',-0.115
'[11:30:08.492]',-0.115
'[11:30:08.500]',-0.085
'[11:30:08.508]',-0.075
'[11:30:08.516]',-0.065
'[11:30:08.523]',-0.065
'[11:30:08.531]',-0.055
'[11:30:08.539]',-0.045
'[11:30:08.547]',-0.045
'[11:30:08.555]',-0.025
'[11:30:08.563]',-0.005
'[11:30:08.570]',0.015
'[11:30:08.578]',0.025
'[11:30:08.586]',0.035
'[11:30:08.594]',0.065
'[11:30:08.602]',0.115
'[11:30:08.609]',0.165
'[11:30:08.617]',0.215
'[11:30:08.625]',0.255
'[11:30:08.633]',0.275
'[11:30:08.641]',0.305
'[11:30:08.648]',0.335
'[11:30:08.656]',0.355
'[11:30:08.664]',0.335
'[11:30:08.672]',0.295
'[11:30:08.680]',0.245
'[11:30:08.688]',0.185
'[11:30:08.695]',0.115
'[11:30:08.703]',0.065
'[11:30:08.711]',0.025
'[11:30:08.719]',0.025
'[11:30:08.727]',0.025
'[11:30:08.734]',0.015
'[11:30:08.742]',0.015
'[11:30:08.750]',0.005
'[11:30:08.758]',0.005
'[11:30:08.766]',0.025
'[11:30:08.773]',0.025
'[11:30:08.781]',0.005
'[11:30:08.789]',0.015
'[11:30:08.797]',0.045
'[11:30:08.805]',0.075
'[11:30:08.813]',0.095
'[11:30:08.820]',0.135
'[11:30:08.828]',0.175
'[11:30:08.836]',0.225
'[11:30:08.844]',0.205
'[11:30:08.852]',0.215
'[11:30:08.859]',0.175
'[11:30:08.867]',0.135
'[11:30:08.875]',0.105
'[11:30:08.883]',0.025
'[11:30:08.891]',-0.035
'[11:30:08.898]',-0.085
'[11:30:08.906]',-0.105
'[11:30:08.914]',-0.085
'[11:30:08.922]',-0.075
'[11:30:08.930]',-0.155
'[11:30:08.938]',-0.435
'[11:30:08.945]',-0.465
'[11:30:08.953]',0.005
'[11:30:08.961]',0.615
'[11:30:08.969]',0.695
'[11:30:08.977]',0.195
'[11:30:08.984]',-0.215
'[11:30:08.992]',-0.265
'[11:30:09.000]',-0.175
'[11:30:09.008]',-0.095
'[11:30:09.016]',-0.075
'[11:30:09.023]',-0.065
'[11:30:09.031]',-0.085
'[11:30:09.039]',-0.065
'[11:30:09.047]',-0.055
'[11:30:09.055]',-0.045
'[11:30:09.063]',-0.025
'[11:30:09.070]',-0.015
'[11:30:09.078]',-0.025
'[11:30:09.086]',-0.015
'[11:30:09.094]',0.015
'[11:30:09.102]',0.035
'[11:30:09.109]',0.055
'[11:30:09.117]',0.055
'[11:30:09.125]',0.105
'[11:30:09.133]',0.125
'[11:30:09.141]',0.165
'[11:30:09.148]',0.195
'[11:30:09.156]',0.215
'[11:30:09.164]',0.275
'[11:30:09.172]',0.315
'[11:30:09.180]',0.325
'[11:30:09.188]',0.355
'[11:30:09.195]',0.345
'[11:30:09.203]',0.315
'[11:30:09.211]',0.285
'[11:30:09.219]',0.205
'[11:30:09.227]',0.145
'[11:30:09.234]',0.085
'[11:30:09.242]',0.035
'[11:30:09.250]',0.005
'[11:30:09.258]',0.015
'[11:30:09.266]',-0.015
'[11:30:09.273]',-0.015
'[11:30:09.281]',-0.025
'[11:30:09.289]',-0.025
'[11:30:09.297]',-0.025
'[11:30:09.305]',-0.015
'[11:30:09.313]',-0.015
'[11:30:09.320]',0.005
'[11:30:09.328]',0.015
'[11:30:09.336]',0.035
'[11:30:09.344]',0.075
'[11:30:09.352]',0.095
'[11:30:09.359]',0.165
'[11:30:09.367]',0.185
'[11:30:09.375]',0.205
'[11:30:09.383]',0.195
'[11:30:09.391]',0.135
'[11:30:09.398]',0.075
'[11:30:09.406]',0.025
'[11:30:09.414]',-0.035
'[11:30:09.422]',-0.085
'[11:30:09.430]',-0.115
'[11:30:09.438]',-0.095
'[11:30:09.445]',-0.125
'[11:30:09.453]',-0.145
'[11:30:09.461]',-0.415
'[11:30:09.469]',-0.505
'[11:30:09.477]',-0.125
'[11:30:09.484]',0.515
'[11:30:09.492]',0.815
'[11:30:09.500]',0.385
'[11:30:09.508]',-0.055
'[11:30:09.516]',-0.265
'[11:30:09.523]',-0.295
'[11:30:09.531]',-0.255
'[11:30:09.539]',-0.175
'[11:30:09.547]',-0.155
'[11:30:09.555]',-0.155
'[11:30:09.563]',-0.155
'[11:30:09.570]',-0.125
'[11:30:09.578]',-0.145
'[11:30:09.586]',-0.135
'[11:30:09.594]',-0.115
'[11:30:09.602]',-0.115
'[11:30:09.609]',-0.105
'[11:30:09.617]',-0.065
'[11:30:09.625]',-0.045
'[11:30:09.633]',-0.045
'[11:30:09.641]',-0.025
'[11:30:09.648]',-0.005
'[11:30:09.656]',0.045
'[11:30:09.664]',0.075
'[11:30:09.672]',0.115
'[11:30:09.680]',0.155
'[11:30:09.688]',0.215
'[11:30:09.695]',0.245
'[11:30:09.703]',0.265
'[11:30:09.711]',0.265
'[11:30:09.719]',0.245
'[11:30:09.727]',0.235
'[11:30:09.734]',0.205
'[11:30:09.742]',0.155
'[11:30:09.750]',0.095
'[11:30:09.758]',0.045
'[11:30:09.766]',-0.015
'[11:30:09.773]',-0.035
'[11:30:09.781]',-0.065
'[11:30:09.789]',-0.075
'[11:30:09.797]',-0.075
'[11:30:09.805]',-0.065
'[11:30:09.813]',-0.065
'[11:30:09.820]',-0.065
'[11:30:09.828]',-0.065
'[11:30:09.836]',-0.075
'[11:30:09.844]',-0.065
'[11:30:09.852]',-0.035
'[11:30:09.859]',-0.025
'[11:30:09.867]',-0.015
'[11:30:09.875]',0.025
'[11:30:09.883]',0.065
'[11:30:09.891]',0.115
'[11:30:09.898]',0.115
'[11:30:09.906]',0.105
'[11:30:09.914]',0.095
'[11:30:09.922]',0.055
'[11:30:09.930]',0.015
'[11:30:09.938]',-0.025
'[11:30:09.945]',-0.095
'[11:30:09.953]',-0.155
'[11:30:09.961]',-0.155
'[11:30:09.969]',-0.165
'[11:30:09.977]',-0.165
'[11:30:09.984]',-0.285
'[11:30:09.992]',-0.515
